transaction_id,timestamp,product_id,quantity_sold
TXN-20240208-048,2024-02-08 12:55:00,EBIKE-MOUNTAIN-2024,1
TXN-20240209-049,2024-02-09 17:06:00,EBIKE-URBAN-2024,3
TXN-20240210-050,2024-02-10 12:10:00,EBIKE-URBAN-2024,1
TXN-20240210-051,2024-02-10 15:57:00,EBIKE-URBAN-2024,1
TXN-20240211-052,2024-02-11 15:16:00,EBIKE-MOUNTAIN-2024,2
TXN-20240212-053,2024-02-12 17:42:00,EBIKE-MOUNTAIN-2024,1
TXN-20240213-054,2024-02-13 13:13:00,EBIKE-MOUNTAIN-2024,1
TXN-20240213-055,2024-02-13 17:03:00,EBIKE-MOUNTAIN-2024,1
TXN-20240214-056,2024-02-14 17:10:00,EBIKE-URBAN-2024,1
TXN-20240215-057,2024-02-15 11:04:00,EBIKE-URBAN-2024,1
TXN-20240216-058,2024-02-16 18:15:00,EBIKE-URBAN-2024,1
TXN-20240217-059,2024-02-17 10:26:00,EBIKE-MOUNTAIN-2024,1
TXN-20240217-060,2024-02-17 14:59:00,EBIKE-URBAN-2024,1
TXN-20240218-061,2024-02-18 11:42:00,EBIKE-MOUNTAIN-2024,1
TXN-20240219-062,2024-02-19 10:00:00,EBIKE-URBAN-2024,3
TXN-20240220-063,2024-02-20 12:32:00,EBIKE-URBAN-2024,3
TXN-20240221-064,2024-02-21 10:56:00,EBIKE-URBAN-2024,1
TXN-20240222-065,2024-02-22 13:39:00,EBIKE-MOUNTAIN-2024,2
TXN-20240223-066,2024-02-23 17:00:00,EBIKE-MOUNTAIN-2024,1
TXN-20240224-067,2024-02-24 11:16:00,EBIKE-URBAN-2024,1
TXN-20240224-068,2024-02-24 17:09:00,EBIKE-URBAN-2024,1
TXN-20240225-069,2024-02-25 14:13:00,EBIKE-MOUNTAIN-2024,2
TXN-20240226-070,2024-02-26 09:05:00,EBIKE-MOUNTAIN-2024,2
TXN-20240227-071,2024-02-27 09:00:00,EBIKE-URBAN-2024,1
TXN-20240228-072,2024-02-28 16:35:00,EBIKE-MOUNTAIN-2024,1
TXN-20240229-073,2024-02-29 10:04:00,EBIKE-MOUNTAIN-2024,1
TXN-20240301-074,2024-03-01 14:37:00,EBIKE-URBAN-2024,1
TXN-20240301-075,2024-03-01 09:19:00,EBIKE-URBAN-2024,3
TXN-20240301-076,2024-03-01 09:57:00,EBIKE-URBAN-2024,1
TXN-20240302-077,2024-03-02 19:06:00,EBIKE-URBAN-2024,1
TXN-20240302-078,2024-03-02 15:39:00,EBIKE-MOUNTAIN-2024,3
TXN-20240302-079,2024-03-02 12:55:00,EBIKE-URBAN-2024,2
TXN-20240302-080,2024-03-02 11:56:00,EBIKE-URBAN-2024,1
TXN-20240303-081,2024-03-03 15:51:00,EBIKE-MOUNTAIN-2024,2
TXN-20240303-082,2024-03-03 12:17:00,EBIKE-URBAN-2024,2
TXN-20240303-083,2024-03-03 15:55:00,EBIKE-URBAN-2024,1
TXN-20240303-084,2024-03-03 12:52:00,EBIKE-MOUNTAIN-2024,1
TXN-20240303-085,2024-03-03 12:14:00,EBIKE-URBAN-2024,1
TXN-20240304-086,2024-03-04 14:17:00,EBIKE-MOUNTAIN-2024,3
TXN-20240304-087,2024-03-04 13:22:00,EBIKE-MOUNTAIN-2024,1
TXN-20240305-088,2024-03-05 09:07:00,EBIKE-MOUNTAIN-2024,1
TXN-20240305-089,2024-03-05 18:16:00,EBIKE-URBAN-2024,1
TXN-20240305-090,2024-03-05 14:46:00,EBIKE-MOUNTAIN-2024,1
TXN-20240305-091,2024-03-05 17:07:00,EBIKE-URBAN-2024,1
TXN-20240306-092,2024-03-06 13:02:00,EBIKE-MOUNTAIN-2024,1
TXN-20240306-093,2024-03-06 17:43:00,EBIKE-MOUNTAIN-2024,2
TXN-20240307-094,2024-03-07 10:42:00,EBIKE-MOUNTAIN-2024,1
TXN-20240307-095,2024-03-07 19:54:00,EBIKE-URBAN-2024,3
TXN-20240308-096,2024-03-08 17:19:00,EBIKE-MOUNTAIN-2024,1
TXN-20240308-097,2024-03-08 13:35:00,EBIKE-URBAN-2024,1
TXN-20240309-098,2024-03-09 11:39:00,EBIKE-URBAN-2024,1
TXN-20240309-099,2024-03-09 09:19:00,EBIKE-URBAN-2024,1
TXN-20240309-100,2024-03-09 18:38:00,EBIKE-MOUNTAIN-2024,1
TXN-20240309-101,2024-03-09 16:43:00,EBIKE-URBAN-2024,1
TXN-20240309-102,2024-03-09 11:42:00,EBIKE-URBAN-2024,1
TXN-20240310-103,2024-03-10 19:39:00,EBIKE-URBAN-2024,2
TXN-20240310-104,2024-03-10 12:43:00,EBIKE-URBAN-2024,2
TXN-20240310-105,2024-03-10 11:01:00,EBIKE-URBAN-2024,3
TXN-20240311-106,2024-03-11 16:26:00,EBIKE-MOUNTAIN-2024,1
TXN-20240312-107,2024-03-12 15:31:00,EBIKE-URBAN-2024,1
TXN-20240313-108,2024-03-13 10:49:00,EBIKE-URBAN-2024,1
TXN-20240313-109,2024-03-13 17:29:00,EBIKE-URBAN-2024,1
TXN-20240314-110,2024-03-14 10:29:00,EBIKE-URBAN-2024,1
TXN-20240315-111,2024-03-15 14:48:00,EBIKE-MOUNTAIN-2024,1
TXN-20240316-112,2024-03-16 17:27:00,EBIKE-MOUNTAIN-2024,1
TXN-20240316-113,2024-03-16 11:47:00,EBIKE-MOUNTAIN-2024,1
TXN-20240316-114,2024-03-16 12:53:00,EBIKE-MOUNTAIN-2024,2
TXN-20240317-115,2024-03-17 13:28:00,EBIKE-URBAN-2024,1
TXN-20240317-116,2024-03-17 13:21:00,EBIKE-URBAN-2024,1
TXN-20240318-117,2024-03-18 11:09:00,EBIKE-URBAN-2024,1
TXN-20240318-118,2024-03-18 12:04:00,EBIKE-URBAN-2024,1
TXN-20240319-119,2024-03-19 15:24:00,EBIKE-MOUNTAIN-2024,1
TXN-20240319-120,2024-03-19 09:54:00,EBIKE-MOUNTAIN-2024,1
TXN-20240320-121,2024-03-20 16:00:00,EBIKE-MOUNTAIN-2024,1
TXN-20240320-122,2024-03-20 15:54:00,EBIKE-MOUNTAIN-2024,2
TXN-20240320-123,2024-03-20 17:47:00,EBIKE-MOUNTAIN-2024,2
TXN-20240321-124,2024-03-21 13:27:00,EBIKE-URBAN-2024,1
TXN-20240321-125,2024-03-21 19:43:00,EBIKE-MOUNTAIN-2024,2
TXN-20240321-126,2024-03-21 16:58:00,EBIKE-URBAN-2024,1
TXN-20240322-127,2024-03-22 09:58:00,EBIKE-URBAN-2024,1
TXN-20240322-128,2024-03-22 09:05:00,EBIKE-MOUNTAIN-2024,1
TXN-20240323-129,2024-03-23 15:20:00,EBIKE-URBAN-2024,1
TXN-20240323-130,2024-03-23 15:17:00,EBIKE-MOUNTAIN-2024,2
TXN-20240323-131,2024-03-23 13:53:00,EBIKE-URBAN-2024,1
TXN-20240324-132,2024-03-24 17:03:00,EBIKE-MOUNTAIN-2024,1
TXN-20240324-133,2024-03-24 19:04:00,EBIKE-MOUNTAIN-2024,1
TXN-20240324-134,2024-03-24 09:15:00,EBIKE-URBAN-2024,1
TXN-20240325-135,2024-03-25 19:07:00,EBIKE-URBAN-2024,1
TXN-20240325-136,2024-03-25 13:49:00,EBIKE-URBAN-2024,1
TXN-20240325-137,2024-03-25 10:49:00,EBIKE-MOUNTAIN-2024,3
TXN-20240326-138,2024-03-26 10:37:00,EBIKE-URBAN-2024,1
TXN-20240326-139,2024-03-26 19:58:00,EBIKE-MOUNTAIN-2024,1
TXN-20240326-140,2024-03-26 12:04:00,EBIKE-URBAN-2024,2
TXN-20240327-141,2024-03-27 13:54:00,EBIKE-MOUNTAIN-2024,2
TXN-20240327-142,2024-03-27 18:50:00,EBIKE-URBAN-2024,1
TXN-20240327-143,2024-03-27 19:23:00,EBIKE-URBAN-2024,1
TXN-20240328-144,2024-03-28 09:54:00,EBIKE-URBAN-2024,1
TXN-20240328-145,2024-03-28 15:23:00,EBIKE-MOUNTAIN-2024,2
TXN-20240328-146,2024-03-28 11:27:00,EBIKE-URBAN-2024,1
TXN-20240328-147,2024-03-28 19:17:00,EBIKE-MOUNTAIN-2024,3
TXN-20240329-148,2024-03-29 18:17:00,EBIKE-URBAN-2024,1
TXN-20240329-149,2024-03-29 10:17:00,EBIKE-MOUNTAIN-2024,1
TXN-20240329-150,2024-03-29 16:36:00,EBIKE-MOUNTAIN-2024,1
TXN-20240330-151,2024-03-30 09:31:00,EBIKE-MOUNTAIN-2024,1
TXN-20240330-152,2024-03-30 12:22:00,EBIKE-MOUNTAIN-2024,1
TXN-20240331-153,2024-03-31 13:35:00,EBIKE-URBAN-2024,3
TXN-20240331-154,2024-03-31 10:15:00,EBIKE-MOUNTAIN-2024,1
TXN-20240331-155,2024-03-31 12:44:00,EBIKE-URBAN-2024,2
TXN-20240331-156,2024-03-31 16:50:00,EBIKE-URBAN-2024,1
TXN-20240331-157,2024-03-31 15:44:00,EBIKE-URBAN-2024,1
TXN-20240401-158,2024-04-01 14:30:00,EBIKE-URBAN-2024,1
TXN-20240402-159,2024-04-02 14:44:00,EBIKE-URBAN-2024,1
TXN-20240402-160,2024-04-02 12:07:00,EBIKE-MOUNTAIN-2024,1
TXN-20240402-161,2024-04-02 17:48:00,EBIKE-MOUNTAIN-2024,1
TXN-20240402-162,2024-04-02 16:17:00,EBIKE-MOUNTAIN-2024,3
TXN-20240403-163,2024-04-03 17:38:00,EBIKE-URBAN-2024,1
TXN-20240403-164,2024-04-03 12:18:00,EBIKE-URBAN-2024,1
TXN-20240404-165,2024-04-04 13:02:00,EBIKE-MOUNTAIN-2024,1
TXN-20240404-166,2024-04-04 11:40:00,EBIKE-MOUNTAIN-2024,1
TXN-20240404-167,2024-04-04 09:36:00,EBIKE-URBAN-2024,1
TXN-20240404-168,2024-04-04 14:11:00,EBIKE-MOUNTAIN-2024,1
TXN-20240405-169,2024-04-05 16:07:00,EBIKE-MOUNTAIN-2024,1
TXN-20240405-170,2024-04-05 10:36:00,EBIKE-MOUNTAIN-2024,1
TXN-20240405-171,2024-04-05 11:51:00,EBIKE-URBAN-2024,1
TXN-20240406-172,2024-04-06 15:38:00,EBIKE-URBAN-2024,1
TXN-20240406-173,2024-04-06 17:24:00,EBIKE-URBAN-2024,1
TXN-20240406-174,2024-04-06 18:27:00,EBIKE-URBAN-2024,1
TXN-20240406-175,2024-04-06 18:47:00,EBIKE-URBAN-2024,2
TXN-20240407-176,2024-04-07 19:13:00,EBIKE-URBAN-2024,1
TXN-20240407-177,2024-04-07 12:11:00,EBIKE-URBAN-2024,1
TXN-20240407-178,2024-04-07 15:28:00,EBIKE-MOUNTAIN-2024,1
TXN-20240408-179,2024-04-08 13:44:00,EBIKE-MOUNTAIN-2024,1
TXN-20240408-180,2024-04-08 12:59:00,EBIKE-URBAN-2024,2
TXN-20240408-181,2024-04-08 18:42:00,EBIKE-MOUNTAIN-2024,1
TXN-20240409-182,2024-04-09 10:34:00,EBIKE-URBAN-2024,1
TXN-20240409-183,2024-04-09 13:52:00,EBIKE-URBAN-2024,1
TXN-20240409-184,2024-04-09 13:38:00,EBIKE-MOUNTAIN-2024,1
TXN-20240410-185,2024-04-10 13:44:00,EBIKE-URBAN-2024,1
TXN-20240410-186,2024-04-10 17:31:00,EBIKE-URBAN-2024,1
TXN-20240411-187,2024-04-11 15:47:00,EBIKE-URBAN-2024,1
TXN-20240411-188,2024-04-11 10:14:00,EBIKE-MOUNTAIN-2024,2
TXN-20240411-189,2024-04-11 18:37:00,EBIKE-MOUNTAIN-2024,3
TXN-20240412-190,2024-04-12 09:48:00,EBIKE-MOUNTAIN-2024,1
TXN-20240412-191,2024-04-12 19:28:00,EBIKE-MOUNTAIN-2024,1
TXN-20240413-192,2024-04-13 18:27:00,EBIKE-MOUNTAIN-2024,1
TXN-20240413-193,2024-04-13 10:30:00,EBIKE-URBAN-2024,1
TXN-20240413-194,2024-04-13 19:06:00,EBIKE-MOUNTAIN-2024,1
TXN-20240414-195,2024-04-14 15:52:00,EBIKE-MOUNTAIN-2024,1
TXN-20240414-196,2024-04-14 10:20:00,EBIKE-URBAN-2024,1
TXN-20240414-197,2024-04-14 15:55:00,EBIKE-URBAN-2024,3
TXN-20240415-198,2024-04-15 19:55:00,EBIKE-URBAN-2024,1
TXN-20240415-199,2024-04-15 12:33:00,EBIKE-URBAN-2024,2
TXN-20240416-200,2024-04-16 12:17:00,EBIKE-URBAN-2024,3
TXN-20240417-201,2024-04-17 16:56:00,EBIKE-MOUNTAIN-2024,1
TXN-20240418-202,2024-04-18 12:45:00,EBIKE-URBAN-2024,1
TXN-20240418-203,2024-04-18 17:26:00,EBIKE-URBAN-2024,3
TXN-20240418-204,2024-04-18 10:29:00,EBIKE-MOUNTAIN-2024,1
TXN-20240418-205,2024-04-18 11:31:00,EBIKE-MOUNTAIN-2024,1
TXN-20240419-206,2024-04-19 13:26:00,EBIKE-MOUNTAIN-2024,3
TXN-20240419-207,2024-04-19 12:29:00,EBIKE-URBAN-2024,1
TXN-20240420-208,2024-04-20 11:55:00,EBIKE-URBAN-2024,2
TXN-20240420-209,2024-04-20 15:21:00,EBIKE-MOUNTAIN-2024,1
TXN-20240420-210,2024-04-20 09:18:00,EBIKE-MOUNTAIN-2024,2
TXN-20240420-211,2024-04-20 18:42:00,EBIKE-URBAN-2024,1
TXN-20240421-212,2024-04-21 17:30:00,EBIKE-URBAN-2024,1
TXN-20240421-213,2024-04-21 17:24:00,EBIKE-URBAN-2024,1
TXN-20240421-214,2024-04-21 12:44:00,EBIKE-URBAN-2024,1
TXN-20240422-215,2024-04-22 14:47:00,EBIKE-URBAN-2024,3
TXN-20240422-216,2024-04-22 15:24:00,EBIKE-MOUNTAIN-2024,2
TXN-20240422-217,2024-04-22 19:09:00,EBIKE-URBAN-2024,1
TXN-20240423-218,2024-04-23 17:37:00,EBIKE-URBAN-2024,1
TXN-20240423-219,2024-04-23 16:06:00,EBIKE-URBAN-2024,1
TXN-20240424-220,2024-04-24 19:09:00,EBIKE-URBAN-2024,2
TXN-20240424-221,2024-04-24 13:21:00,EBIKE-MOUNTAIN-2024,1
TXN-20240425-222,2024-04-25 10:54:00,EBIKE-URBAN-2024,1
TXN-20240426-223,2024-04-26 19:45:00,EBIKE-MOUNTAIN-2024,1
TXN-20240427-224,2024-04-27 17:02:00,EBIKE-MOUNTAIN-2024,1
TXN-20240427-225,2024-04-27 19:58:00,EBIKE-URBAN-2024,1
TXN-20240427-226,2024-04-27 10:27:00,EBIKE-MOUNTAIN-2024,2
TXN-20240428-227,2024-04-28 11:44:00,EBIKE-URBAN-2024,1
TXN-20240428-228,2024-04-28 14:50:00,EBIKE-URBAN-2024,1
TXN-20240428-229,2024-04-28 15:09:00,EBIKE-URBAN-2024,1
TXN-20240429-230,2024-04-29 19:50:00,EBIKE-URBAN-2024,1
TXN-20240429-231,2024-04-29 18:55:00,EBIKE-URBAN-2024,1
TXN-20240430-232,2024-04-30 12:29:00,EBIKE-MOUNTAIN-2024,1
TXN-20240501-233,2024-05-01 19:00:00,EBIKE-MOUNTAIN-2024,1
TXN-20240501-234,2024-05-01 13:43:00,EBIKE-URBAN-2024,1
TXN-20240501-235,2024-05-01 14:37:00,EBIKE-URBAN-2024,3
TXN-20240502-236,2024-05-02 13:12:00,EBIKE-MOUNTAIN-2024,2
TXN-20240502-237,2024-05-02 10:15:00,EBIKE-URBAN-2024,1
TXN-20240503-238,2024-05-03 13:44:00,EBIKE-URBAN-2024,3
TXN-20240504-239,2024-05-04 18:55:00,EBIKE-MOUNTAIN-2024,2
TXN-20240504-240,2024-05-04 09:58:00,EBIKE-MOUNTAIN-2024,1
TXN-20240504-241,2024-05-04 13:49:00,EBIKE-MOUNTAIN-2024,1
TXN-20240505-242,2024-05-05 14:14:00,EBIKE-MOUNTAIN-2024,1
TXN-20240505-243,2024-05-05 19:48:00,EBIKE-MOUNTAIN-2024,1
TXN-20240505-244,2024-05-05 11:40:00,EBIKE-URBAN-2024,1
TXN-20240506-245,2024-05-06 09:37:00,EBIKE-URBAN-2024,1
TXN-20240506-246,2024-05-06 13:20:00,EBIKE-MOUNTAIN-2024,1
TXN-20240506-247,2024-05-06 11:50:00,EBIKE-URBAN-2024,3
TXN-20240506-248,2024-05-06 17:32:00,EBIKE-MOUNTAIN-2024,2
TXN-20240507-249,2024-05-07 13:58:00,EBIKE-MOUNTAIN-2024,1
TXN-20240507-250,2024-05-07 13:47:00,EBIKE-MOUNTAIN-2024,2
TXN-20240507-251,2024-05-07 16:04:00,EBIKE-URBAN-2024,3
TXN-20240508-252,2024-05-08 15:54:00,EBIKE-MOUNTAIN-2024,1
TXN-20240508-253,2024-05-08 15:00:00,EBIKE-URBAN-2024,1
TXN-20240508-254,2024-05-08 14:43:00,EBIKE-MOUNTAIN-2024,1
TXN-20240508-255,2024-05-08 15:52:00,EBIKE-MOUNTAIN-2024,1
TXN-20240509-256,2024-05-09 19:14:00,EBIKE-URBAN-2024,1
TXN-20240510-257,2024-05-10 18:14:00,EBIKE-MOUNTAIN-2024,1
TXN-20240510-258,2024-05-10 16:58:00,EBIKE-MOUNTAIN-2024,1
TXN-20240510-259,2024-05-10 10:08:00,EBIKE-URBAN-2024,1
TXN-20240511-260,2024-05-11 16:07:00,EBIKE-URBAN-2024,2
TXN-20240511-261,2024-05-11 11:24:00,EBIKE-URBAN-2024,1
TXN-20240511-262,2024-05-11 17:26:00,EBIKE-URBAN-2024,2
TXN-20240512-263,2024-05-12 16:39:00,EBIKE-URBAN-2024,3
TXN-20240512-264,2024-05-12 09:44:00,EBIKE-URBAN-2024,1
TXN-20240512-265,2024-05-12 12:54:00,EBIKE-URBAN-2024,3
TXN-20240512-266,2024-05-12 14:34:00,EBIKE-MOUNTAIN-2024,1
TXN-20240513-267,2024-05-13 09:25:00,EBIKE-URBAN-2024,3
TXN-20240513-268,2024-05-13 16:05:00,EBIKE-MOUNTAIN-2024,1
TXN-20240514-269,2024-05-14 14:15:00,EBIKE-MOUNTAIN-2024,2
TXN-20240514-270,2024-05-14 12:04:00,EBIKE-MOUNTAIN-2024,1
TXN-20240515-271,2024-05-15 18:13:00,EBIKE-MOUNTAIN-2024,1
TXN-20240515-272,2024-05-15 11:50:00,EBIKE-MOUNTAIN-2024,1
TXN-20240516-273,2024-05-16 11:34:00,EBIKE-URBAN-2024,1
TXN-20240516-274,2024-05-16 19:55:00,EBIKE-URBAN-2024,1
TXN-20240516-275,2024-05-16 12:37:00,EBIKE-URBAN-2024,1
TXN-20240517-276,2024-05-17 09:08:00,EBIKE-MOUNTAIN-2024,1
TXN-20240517-277,2024-05-17 10:30:00,EBIKE-URBAN-2024,1
TXN-20240518-278,2024-05-18 12:39:00,EBIKE-URBAN-2024,2
TXN-20240518-279,2024-05-18 19:33:00,EBIKE-URBAN-2024,1
TXN-20240519-280,2024-05-19 09:03:00,EBIKE-MOUNTAIN-2024,2
TXN-20240519-281,2024-05-19 15:43:00,EBIKE-URBAN-2024,2
TXN-20240519-282,2024-05-19 16:04:00,EBIKE-MOUNTAIN-2024,1
TXN-20240520-283,2024-05-20 18:40:00,EBIKE-URBAN-2024,2
TXN-20240520-284,2024-05-20 15:38:00,EBIKE-URBAN-2024,1
TXN-20240520-285,2024-05-20 18:27:00,EBIKE-URBAN-2024,2
TXN-20240521-286,2024-05-21 19:41:00,EBIKE-MOUNTAIN-2024,1
TXN-20240521-287,2024-05-21 12:27:00,EBIKE-URBAN-2024,1
TXN-20240521-288,2024-05-21 14:52:00,EBIKE-URBAN-2024,1
TXN-20240522-289,2024-05-22 19:16:00,EBIKE-URBAN-2024,1
TXN-20240522-290,2024-05-22 16:04:00,EBIKE-URBAN-2024,1
TXN-20240522-291,2024-05-22 15:06:00,EBIKE-MOUNTAIN-2024,1
TXN-20240523-292,2024-05-23 11:35:00,EBIKE-URBAN-2024,3
TXN-20240523-293,2024-05-23 17:21:00,EBIKE-MOUNTAIN-2024,1
TXN-20240523-294,2024-05-23 19:48:00,EBIKE-URBAN-2024,3
TXN-20240524-295,2024-05-24 13:22:00,EBIKE-URBAN-2024,1
TXN-20240524-296,2024-05-24 11:42:00,EBIKE-URBAN-2024,2
TXN-20240524-297,2024-05-24 14:54:00,EBIKE-URBAN-2024,1
TXN-20240525-298,2024-05-25 13:36:00,EBIKE-URBAN-2024,1
TXN-20240525-299,2024-05-25 17:49:00,EBIKE-MOUNTAIN-2024,1
TXN-20240525-300,2024-05-25 19:35:00,EBIKE-URBAN-2024,3
TXN-20240525-301,2024-05-25 13:01:00,EBIKE-URBAN-2024,2
TXN-20240526-302,2024-05-26 09:11:00,EBIKE-MOUNTAIN-2024,1
TXN-20240526-303,2024-05-26 15:04:00,EBIKE-URBAN-2024,1
TXN-20240526-304,2024-05-26 09:05:00,EBIKE-MOUNTAIN-2024,1
TXN-20240527-305,2024-05-27 15:29:00,EBIKE-URBAN-2024,1
TXN-20240527-306,2024-05-27 14:49:00,EBIKE-MOUNTAIN-2024,1
TXN-20240527-307,2024-05-27 09:09:00,EBIKE-URBAN-2024,1
TXN-20240528-308,2024-05-28 19:27:00,EBIKE-URBAN-2024,1
TXN-20240528-309,2024-05-28 13:13:00,EBIKE-MOUNTAIN-2024,1
TXN-20240529-310,2024-05-29 15:07:00,EBIKE-URBAN-2024,1
TXN-20240529-311,2024-05-29 16:33:00,EBIKE-MOUNTAIN-2024,1
TXN-20240530-312,2024-05-30 09:13:00,EBIKE-URBAN-2024,1
TXN-20240531-313,2024-05-31 11:48:00,EBIKE-URBAN-2024,1
TXN-20240531-314,2024-05-31 09:31:00,EBIKE-MOUNTAIN-2024,1
TXN-20240531-315,2024-05-31 15:34:00,EBIKE-MOUNTAIN-2024,1
TXN-20240601-316,2024-06-01 10:25:00,EBIKE-MOUNTAIN-2024,1
TXN-20240601-317,2024-06-01 09:29:00,EBIKE-MOUNTAIN-2024,2
TXN-20240601-318,2024-06-01 18:27:00,EBIKE-URBAN-2024,2
TXN-20240601-319,2024-06-01 15:18:00,EBIKE-URBAN-2024,1
TXN-20240601-320,2024-06-01 14:10:00,EBIKE-MOUNTAIN-2024,1
TXN-20240602-321,2024-06-02 14:05:00,EBIKE-URBAN-2024,1
TXN-20240602-322,2024-06-02 15:37:00,EBIKE-URBAN-2024,1
TXN-20240602-323,2024-06-02 13:47:00,EBIKE-URBAN-2024,1
TXN-20240603-324,2024-06-03 10:33:00,EBIKE-URBAN-2024,3
TXN-20240603-325,2024-06-03 14:22:00,EBIKE-MOUNTAIN-2024,2
TXN-20240603-326,2024-06-03 11:15:00,EBIKE-URBAN-2024,1
TXN-20240603-327,2024-06-03 11:38:00,EBIKE-URBAN-2024,2
TXN-20240604-328,2024-06-04 10:11:00,EBIKE-MOUNTAIN-2024,1
TXN-20240604-329,2024-06-04 16:48:00,EBIKE-URBAN-2024,1
TXN-20240604-330,2024-06-04 19:59:00,EBIKE-MOUNTAIN-2024,1
TXN-20240604-331,2024-06-04 18:20:00,EBIKE-MOUNTAIN-2024,1
TXN-20240605-332,2024-06-05 16:40:00,EBIKE-URBAN-2024,1
TXN-20240605-333,2024-06-05 09:22:00,EBIKE-URBAN-2024,1
TXN-20240605-334,2024-06-05 16:02:00,EBIKE-URBAN-2024,2
TXN-20240606-335,2024-06-06 10:41:00,EBIKE-MOUNTAIN-2024,2
TXN-20240606-336,2024-06-06 18:38:00,EBIKE-URBAN-2024,1
TXN-20240606-337,2024-06-06 17:50:00,EBIKE-MOUNTAIN-2024,1
TXN-20240606-338,2024-06-06 18:41:00,EBIKE-URBAN-2024,1
TXN-20240607-339,2024-06-07 16:06:00,EBIKE-MOUNTAIN-2024,2
TXN-20240608-340,2024-06-08 10:32:00,EBIKE-MOUNTAIN-2024,1
TXN-20240608-341,2024-06-08 16:28:00,EBIKE-URBAN-2024,1
TXN-20240608-342,2024-06-08 14:23:00,EBIKE-MOUNTAIN-2024,1
